疾病名称	代码	父代码
降结肠恶性肿瘤	C18.6	C18
降结肠恶性肿瘤	C18.600	C18
乙状结肠恶性肿瘤	C18.7	C18
乙状结肠恶性肿瘤	C18.700	C18
结肠交搭跨越恶性肿瘤的损害	C18.8	C18
结肠交搭跨越恶性肿瘤的损害	C18.800	C18
盲肠及升结肠恶性肿瘤	C18.800x002	C18
降结肠乙状结肠恶性肿瘤	C18.801	C18
升结肠横结肠恶性肿瘤	C18.802	C18
横结肠降结肠恶性肿瘤	C18.803	C18
未特指的结肠恶性肿瘤	C18.9	C18
结肠恶性肿瘤	C18.900	C18
结肠多处恶性肿瘤	C18.900x001	C18
结肠腺瘤恶变	C18.901	C18
	C19	
	直肠乙状结肠连接处恶性肿瘤	
直肠乙状结肠连接处恶性肿瘤	C19	
直肠乙状结肠连接处恶性肿瘤	C19.x00	C19
结肠和直肠恶性肿瘤	C19.x01	C19
	C20	
	直肠恶性肿瘤	
直肠恶性肿瘤	C20	
直肠恶性肿瘤	C20.x00	C20
直肠多处恶性肿瘤	C20.x00x003	C20
直肠壶腹部恶性肿瘤	C20.x01	C20
	C21	
	肛门和肛管的恶性肿瘤	
肛门和肛管的恶性肿瘤	C21	
未特指的肛门恶性肿瘤	C21.0	C21
肛门恶性肿瘤	C21.000	C21
肛管恶性肿瘤	C21.1	C21
肛管恶性肿瘤	C21.100	C21
肛门括约肌恶性肿瘤	C21.101	C21
泄殖腔肛源区恶性肿瘤	C21.2	C21
泄殖腔肛源区恶性肿瘤	C21.200	C21
直肠、肛门和肛管交搭跨越恶性肿瘤的损害	C21.8	C21
直肠、肛门和肛管交搭跨越恶性肿瘤的损害	C21.800	C21
直肠肛管恶性肿瘤	C21.801	C21
直肠肛门恶性肿瘤	C21.802	C21
	C22	
	肝和肝内胆管恶性肿瘤	
肝和肝内胆管恶性肿瘤	C22	
肝细胞癌	C22.0	C22
肝细胞癌	C22.000	C22
肝恶性细胞瘤	C22.001	C22
肝内胆管癌	C22.1	C22
肝内胆管癌	C22.100	C22
胆管癌	C22.101	C22
肝母细胞瘤	C22.2	C22
肝母细胞瘤	C22.200	C22
肝血管肉瘤	C22.3	C22
肝血管肉瘤	C22.300	C22
肝巨噬细胞肉瘤	C22.301	C22
肝的其他肉瘤	C22.4	C22
肝的其他肉瘤	C22.400	C22
其他特指的肝恶性肿瘤	C22.7	C22
肝恶性肿瘤，其他特指的	C22.700	C22
未特指的肝恶性肿瘤	C22.9	C22
肝恶性肿瘤	C22.900	C22
	C23	
	胆囊恶性肿瘤	
胆囊恶性肿瘤	C23	
胆囊恶性肿瘤	C23.x00	C23
	C24	
	胆道其他和未特指部位的恶性肿瘤	
胆道其他和未特指部位的恶性肿瘤	C24	
肝外胆管恶性肿瘤	C24.0	C24
肝外胆管恶性肿瘤	C24.000	C24
肝门胆管恶性肿瘤	C24.000x007	C24
肝管恶性肿瘤	C24.001	C24
胆管恶性肿瘤	C24.002	C24
胆总管恶性肿瘤	C24.003	C24
胆囊管恶性肿瘤	C24.004	C24
法特壶腹恶性肿瘤	C24.1	C24
法特壶腹恶性肿瘤	C24.100	C24
法特壶腹周围恶性肿瘤	C24.101	C24
胆道交搭跨越恶性肿瘤的损害	C24.8	C24
胆道交搭跨越恶性肿瘤的损害	C24.800	C24
肝内及肝外胆管恶性肿瘤	C24.800x001	C24
未特指的胆道恶性肿瘤	C24.9	C24
胆道恶性肿瘤	C24.900	C24
	C25	
	胰恶性肿瘤	
胰恶性肿瘤	C25	
胰头恶性肿瘤	C25.0	C25
胰头恶性肿瘤	C25.000	C25
胰体恶性肿瘤	C25.1	C25
胰体恶性肿瘤	C25.100	C25
胰尾恶性肿瘤	C25.2	C25
胰尾恶性肿瘤	C25.200	C25
胰管恶性肿瘤	C25.3	C25
胰管恶性肿瘤	C25.300	C25
胰腺内分泌的恶性肿瘤	C25.4	C25
胰腺内分泌的恶性肿瘤	C25.400	C25
胰岛恶性肿瘤	C25.401	C25
胰其他部位的恶性肿瘤	C25.7	C25
胰其他部位的恶性肿瘤	C25.700	C25
胰颈恶性肿瘤	C25.701	C25
胰交搭跨越恶性肿瘤的损害	C25.8	C25
胰交搭跨越恶性肿瘤的损害	C25.800	C25
胰头和胰颈及胰体恶性肿瘤	C25.800x001	C25
胰体胰尾部恶性肿瘤	C25.801	C25
胰颈胰体部恶性肿瘤	C25.802	C25
胰头胰颈部恶性肿瘤	C25.803	C25
未特指的胰恶性肿瘤	C25.9	C25
胰恶性肿瘤	C25.900	C25
	C26	
	消化器官其他和不明确的恶性肿瘤	
消化器官其他和不明确的恶性肿瘤	C26	
肠道部位未特指的恶性肿瘤	C26.0	C26
肠道部位的恶性肿瘤	C26.000	C26
脾恶性肿瘤	C26.1	C26
脾恶性肿瘤	C26.100	C26
消化系统交搭跨越恶性肿瘤的损害	C26.8	C26
消化系统交搭跨越恶性肿瘤的损害	C26.800	C26
小肠及结肠恶性肿瘤	C26.800x001	C26
胃体及横结肠恶性肿瘤	C26.800x002	C26
胆管及胆囊恶性肿瘤	C26.800x003	C26
消化系统部位不明确的恶性肿瘤	C26.9	C26
消化系统部位不明确的恶性肿瘤	C26.900	C26
胃肠道恶性肿瘤	C26.901	C26
	C30	
	鼻腔和中耳恶性肿瘤	
鼻腔和中耳恶性肿瘤	C30	
鼻腔恶性肿瘤	C30.0	C30
鼻腔恶性肿瘤	C30.000	C30
鼻软骨恶性肿瘤	C30.001	C30
鼻甲恶性肿瘤	C30.002	C30
内鼻恶性肿瘤	C30.003	C30
鼻中隔恶性肿瘤	C30.004	C30
鼻前庭恶性肿瘤	C30.005	C30
中耳恶性肿瘤	C30.1	C30
中耳恶性肿瘤	C30.100	C30
咽鼓管恶性肿瘤	C30.101	C30
乳突恶性肿瘤	C30.102	C30
内耳恶性肿瘤	C30.103	C30
	C31	
	副鼻窦恶性肿瘤	
副鼻窦恶性肿瘤	C31	
上颌窦恶性肿瘤	C31.0	C31
上颌窦恶性肿瘤	C31.000	C31
筛窦恶性肿瘤	C31.1	C31
筛窦恶性肿瘤	C31.100	C31
额窦恶性肿瘤	C31.2	C31
额窦恶性肿瘤	C31.200	C31
蝶窦恶性肿瘤	C31.3	C31
蝶窦恶性肿瘤	C31.300	C31
副鼻窦交搭跨越恶性肿瘤的损害	C31.8	C31
鼻旁窦交搭跨越恶性肿瘤的损害	C31.800	C31
筛窦蝶窦恶性肿瘤	C31.801	C31
未特指的副鼻窦恶性肿瘤	C31.9	C31
鼻旁窦恶性肿瘤	C31.900	C31
鼻窦恶性肿瘤	C31.900x001	C31
	C32	
	喉恶性肿瘤	
喉恶性肿瘤	C32	
声门恶性肿瘤	C32.0	C32
声门恶性肿瘤	C32.000	C32
声带恶性肿瘤	C32.001	C32
声门上恶性肿瘤	C32.1	C32
声门上恶性肿瘤	C32.100	C32
会厌后面（喉面）恶性肿瘤	C32.100x004	C32
会厌恶性肿瘤	C32.101	C32
喉外部恶性肿瘤	C32.102	C32
假声带恶性肿瘤	C32.103	C32
喉室带恶性肿瘤	C32.104	C32
声门下恶性肿瘤	C32.2	C32
声门下恶性肿瘤	C32.200	C32
喉软骨恶性肿瘤	C32.3	C32
喉软骨恶性肿瘤	C32.300	C32
喉交搭跨越恶性肿瘤的损害	C32.8	C32
喉交搭跨越恶性肿瘤的损害	C32.800	C32
未特指的喉恶性肿瘤	C32.9	C32
喉恶性肿瘤	C32.900	C32
	C33	
	气管恶性肿瘤	
气管恶性肿瘤	C33	
气管恶性肿瘤	C33.x00	C33
	C34	
	支气管和肺恶性肿瘤	
支气管和肺恶性肿瘤	C34	
主支气管恶性肿瘤	C34.0	C34
主支气管恶性肿瘤	C34.000	C34
左主支气管恶性肿瘤	C34.000x002	C34
右主支气管恶性肿瘤	C34.000x003	C34
肺门恶性肿瘤	C34.001	C34
上叶，支气管或肺的恶性肿瘤	C34.1	C34
上叶，支气管或肺的恶性肿瘤	C34.100	C34
左肺上叶恶性肿瘤	C34.100x003	C34
右肺上叶恶性肿瘤	C34.100x004	C34
肺上叶恶性肿瘤	C34.101	C34
肺上沟恶性肿瘤	C34.102	C34
中叶，支气管或肺的恶性肿瘤	C34.2	C34
中叶，支气管或肺的恶性肿瘤	C34.200	C34
肺中叶恶性肿瘤	C34.201	C34
下叶，支气管或肺的恶性肿瘤	C34.3	C34
下叶，支气管或肺的恶性肿瘤	C34.300	C34
左肺下叶恶性肿瘤	C34.300x003	C34
右肺下叶恶性肿瘤	C34.300x004	C34
肺下叶恶性肿瘤	C34.301	C34
支气管和肺交搭跨越恶性肿瘤的损害	C34.8	C34
支气管和肺交搭跨越恶性肿瘤的损害	C34.800	C34
右肺中上叶恶性肿瘤	C34.800x001	C34
右肺中下叶恶性肿瘤	C34.800x002	C34
左肺上下叶恶性肿瘤	C34.800x003	C34
肺中上叶恶性肿瘤	C34.801	C34
肺中下叶恶性肿瘤	C34.802	C34
肺上下叶恶性肿瘤	C34.803	C34
未特指的支气管或肺恶性肿瘤	C34.9	C34
支气管或肺恶性肿瘤	C34.900	C34
肺恶性肿瘤	C34.900x001	C34
左肺恶性肿瘤	C34.900x004	C34
右肺恶性肿瘤	C34.900x005	C34
双肺恶性肿瘤	C34.900x006	C34
肺多处恶性肿瘤	C34.900x008	C34
支气管恶性肿瘤	C34.901	C34
细支气管恶性肿瘤	C34.902	C34
	C37	
	胸腺恶性肿瘤	
胸腺恶性肿瘤	C37	
胸腺恶性肿瘤	C37.x00	C37
	C38	
	心脏、纵隔和胸膜恶性肿瘤	
心脏、纵隔和胸膜恶性肿瘤	C38	
心脏恶性肿瘤	C38.0	C38
心脏恶性肿瘤	C38.000	C38
心室恶性肿瘤	C38.000x004	C38
心包恶性肿瘤	C38.001	C38
心房恶性肿瘤	C38.002	C38
前纵隔恶性肿瘤	C38.1	C38
前纵隔恶性肿瘤	C38.100	C38
后纵隔恶性肿瘤	C38.2	C38
后纵隔恶性肿瘤	C38.200	C38
部位未特指的纵隔恶性肿瘤	C38.3	C38
纵隔恶性肿瘤	C38.300	C38
胸膜恶性肿瘤	C38.4	C38
胸膜恶性肿瘤	C38.400	C38
胸膜脏层恶性肿瘤	C38.400x003	C38
胸膜壁层恶性肿瘤	C38.401	C38
心脏、纵隔和胸膜交搭跨越恶性肿瘤的损害	C38.8	C38
心脏、纵隔和胸膜交搭跨越恶性肿瘤的损害	C38.800	C38
	C39	
	呼吸系统和胸腔内器官其他和不明确部位的恶性肿瘤	
呼吸系统和胸腔内器官其他和不明确部位的恶性肿瘤	C39	
上呼吸道部位未特指的恶性肿瘤	C39.0	C39
上呼吸道的恶性肿瘤	C39.000	C39
呼吸和胸腔内器官交搭跨越恶性肿瘤	C39.8	C39
呼吸和胸腔内器官交搭跨越恶性肿瘤的损害	C39.800	C39
鼻腔,鼻窦恶性肿瘤	C39.801	C39
呼吸系统不明确部位的恶性肿瘤	C39.9	C39
呼吸系统不明确部位的恶性肿瘤	C39.900	C39
呼吸系统恶性肿瘤	C39.900x001	C39
	C40	
	四肢骨和关节软骨恶性肿瘤	
四肢骨和关节软骨恶性肿瘤	C40	
上肢长骨和肩胛骨恶性肿瘤	C40.0	C40
上肢长骨和肩胛骨恶性肿瘤	C40.000	C40
肩关节恶性肿瘤	C40.000x006	C40
肩胛骨恶性肿瘤	C40.001	C40
肱骨恶性肿瘤	C40.002	C40
尺骨恶性肿瘤	C40.003	C40
桡骨恶性肿瘤	C40.004	C40
肘关节恶性肿瘤	C40.005	C40
上肢短骨恶性肿瘤	C40.1	C40
上肢短骨恶性肿瘤	C40.100	C40
腕关节恶性肿瘤	C40.100x006	C40
手关节恶性肿瘤	C40.100x007	C40
腕骨恶性肿瘤	C40.101	C40
指骨恶性肿瘤	C40.102	C40
掌骨恶性肿瘤	C40.103	C40
下肢长骨恶性肿瘤	C40.2	C40
下肢长骨恶性肿瘤	C40.200	C40
膝关节恶性肿瘤	C40.200x005	C40
股骨恶性肿瘤	C40.201	C40
胫骨恶性肿瘤	C40.202	C40
腓骨恶性肿瘤	C40.203	C40
下肢短骨恶性肿瘤	C40.3	C40
下肢短骨恶性肿瘤	C40.300	C40
踝骨恶性肿瘤	C40.300x003	C40
距骨恶性肿瘤	C40.300x004	C40
跟骨恶性肿瘤	C40.300x005	C40
足骨恶性肿瘤	C40.300x009	C40
踝关节恶性肿瘤	C40.300x010	C40
足关节恶性肿瘤	C40.300x011	C40
髌骨恶性肿瘤	C40.301	C40
跗骨恶性肿瘤	C40.302	C40
趾骨恶性肿瘤	C40.303	C40
跖骨恶性肿瘤	C40.304	C40
四肢骨和关节软骨交搭跨越恶性肿瘤的损害	C40.8	C40
四肢骨和关节软骨交搭跨越恶性肿瘤的损害	C40.800	C40
未特指的四肢骨和关节软骨恶性肿瘤	C40.9	C40
四肢骨和关节软骨恶性肿瘤	C40.900	C40
四肢骨恶性肿瘤	C40.900x001	C40
四肢关节软骨恶性肿瘤	C40.901	C40
	C41	
	骨和关节软骨其他和未特指部位的恶性肿瘤	
骨和关节软骨其他和未特指部位的恶性肿瘤	C41	
颅骨和面骨恶性肿瘤	C41.0	C41
颅骨和面骨恶性肿瘤	C41.000	C41
颅骨恶性肿瘤	C41.000x018	C41
斜坡恶性肿瘤	C41.000x019	C41
舌骨恶性肿瘤	C41.000x020	C41
犁骨恶性肿瘤	C41.000x021	C41
颚骨恶性肿瘤	C41.000x023	C41
鼻甲骨恶性肿瘤	C41.000x025	C41
颌面骨恶性肿瘤	C41.000x027	C41
面骨恶性肿瘤	C41.001	C41
额骨恶性肿瘤	C41.002	C41
顶骨恶性肿瘤	C41.003	C41
枕骨恶性肿瘤	C41.004	C41
蝶骨恶性肿瘤	C41.005	C41
筛骨恶性肿瘤	C41.006	C41
颞骨恶性肿瘤	C41.007	C41
眶骨恶性肿瘤	C41.008	C41
鼻骨恶性肿瘤	C41.009	C41
颧骨恶性肿瘤	C41.010	C41
上颌骨恶性肿瘤	C41.011	C41
眉弓恶性肿瘤	C41.012	C41
下颌骨恶性肿瘤	C41.1	C41
下颌骨恶性肿瘤	C41.100	C41
髁突恶性肿瘤	C41.100x002	C41
脊柱恶性肿瘤	C41.2	C41
脊柱恶性肿瘤	C41.200	C41
椎骨恶性肿瘤	C41.200x005	C41
颈椎恶性肿瘤	C41.201	C41
胸椎恶性肿瘤	C41.202	C41
腰椎恶性肿瘤	C41.203	C41
肋骨、胸骨和锁骨恶性肿瘤	C41.3	C41
肋骨、胸骨和锁骨恶性肿瘤	C41.300	C41
锁骨恶性肿瘤	C41.300x002	C41
胸骨恶性肿瘤	C41.301	C41
肋骨恶性肿瘤	C41.302	C41
盆骨、骶骨和尾骨恶性肿瘤	C41.4	C41
盆骨、骶骨和尾骨恶性肿瘤	C41.400	C41
髋关节恶性肿瘤	C41.400x008	C41
髋臼恶性肿瘤	C41.400x009	C41
盆骨恶性肿瘤	C41.401	C41
髋骨恶性肿瘤	C41.402	C41
骶骨恶性肿瘤	C41.403	C41
耻骨恶性肿瘤	C41.404	C41
尾骨恶性肿瘤	C41.405	C41
髂骨恶性肿瘤	C41.406	C41
骨和关节软骨交搭跨越恶性肿瘤的损害	C41.8	C41
骨和关节软骨交搭跨越恶性肿瘤的损害	C41.800	C41
腰椎及骶椎恶性肿瘤	C41.800x001	C41
未特指的骨和关节软骨恶性肿瘤	C41.9	C41
骨和关节软骨恶性肿瘤	C41.900	C41
骨恶性肿瘤	C41.900x001	C41
关节软骨恶性肿瘤	C41.901	C41
	C43	
	皮肤恶性黑色素瘤	
皮肤恶性黑色素瘤	C43	
唇恶性黑色素瘤	C43.0	C43
唇恶性黑色素瘤	C43.000	C43
眼睑（包括眦）恶性黑色素瘤	C43.1	C43
眼睑（包括眦）恶性黑色素瘤	C43.100	C43
眼睑恶性黑色素瘤	C43.100x001	C43
眦恶性黑色素瘤	C43.101	C43
耳和外耳道恶性黑色素瘤	C43.2	C43
耳和外耳道恶性黑色素瘤	C43.200	C43
耳廓恶性黑色素瘤	C43.200x001	C43
耳恶性黑色素瘤	C43.200x003	C43
外耳道恶性黑色素瘤	C43.201	C43
面部其他和未特指部位的恶性黑色素瘤	C43.3	C43
面部恶性黑色素瘤	C43.300	C43
鼻恶性黑色素瘤	C43.302	C43
头皮和颈部恶性黑色素瘤	C43.4	C43
头皮和颈部恶性黑色素瘤	C43.400	C43
头皮恶性黑色素瘤	C43.400x002	C43
颈部恶性黑色素瘤	C43.401	C43
躯干恶性黑色素瘤	C43.5	C43
躯干恶性黑色素瘤	C43.500	C43
乳房恶性黑色素瘤	C43.501	C43
胸壁恶性黑色素瘤	C43.502	C43
腹壁恶性黑色素瘤	C43.503	C43
腹股沟恶性黑色素瘤	C43.504	C43
背部恶性黑色素瘤	C43.505	C43
臀部恶性黑色素瘤	C43.506	C43
肛门恶性黑色素瘤	C43.507	C43
肛周恶性黑色素瘤	C43.508	C43
上肢（包括肩）恶性黑色素瘤	C43.6	C43
上肢（包括肩）恶性黑色素瘤	C43.600	C43
手指恶性黑色素瘤	C43.600x002	C43
肩部恶性黑色素瘤	C43.601	C43
上臂恶性黑色素瘤	C43.602	C43
前臂恶性黑色素瘤	C43.603	C43
肘部恶性黑色素瘤	C43.604	C43
腕部恶性黑色素瘤	C43.605	C43
手恶性黑色素瘤	C43.606	C43
下肢（包括髋）恶性黑色素瘤	C43.7	C43
下肢（包括髋）恶性黑色素瘤	C43.700	C43
下肢恶性黑色素瘤	C43.700x001	C43
髋恶性黑色素瘤	C43.701	C43
大腿恶性黑色素瘤	C43.702	C43
小腿恶性黑色素瘤	C43.703	C43
膝部恶性黑色素瘤	C43.704	C43
腘部恶性黑色素瘤	C43.705	C43
踝部恶性黑色素瘤	C43.706	C43
足部恶性黑色素瘤	C43.707	C43
皮肤交搭跨越的恶性黑色素瘤	C43.8	C43
皮肤交搭跨越的恶性黑色素瘤	C43.800	C43
未特指的皮肤恶性黑色素瘤	C43.9	C43
皮肤恶性黑色素瘤	C43.900	C43
恶性雀斑样痣	C43.900x003	C43
恶性蓝痣	C43.901	C43
	C44	
	皮肤其他恶性肿瘤	
皮肤其他恶性肿瘤	C44	
唇皮肤恶性肿瘤	C44.0	C44
唇皮肤恶性肿瘤	C44.000	C44
眼睑（包括眦）皮肤恶性肿瘤	C44.1	C44
眼睑（包括眦）皮肤恶性肿瘤	C44.100	C44
眼睑恶性肿瘤	C44.100x002	C44
内眦恶性肿瘤	C44.100x003	C44
外眦恶性肿瘤	C44.100x004	C44
眦恶性肿瘤	C44.101	C44
睑板腺恶性肿瘤	C44.102	C44
耳和外耳道皮肤恶性肿瘤	C44.2	C44
耳和外耳道皮肤恶性肿瘤	C44.200	C44
耳部皮肤恶性肿瘤	C44.200x001	C44
外耳道皮肤恶性肿瘤	C44.201	C44
面部其他和未特指部位的皮肤恶性肿瘤	C44.3	C44
面部皮肤恶性肿瘤	C44.300	C44
颞部皮肤恶性肿瘤	C44.300x005	C44
鼻翼皮肤恶性肿瘤	C44.300x006	C44
额部皮肤恶性肿瘤	C44.302	C44
鼻部皮肤恶性肿瘤	C44.304	C44
颌下皮肤恶性肿瘤	C44.305	C44
鼻唇沟恶性肿瘤	C44.306	C44
颏部恶性肿瘤	C44.307	C44
头皮和颈部皮肤恶性肿瘤	C44.4	C44
头皮和颈部皮肤恶性肿瘤	C44.400	C44
头皮恶性肿瘤	C44.400x004	C44
颈部皮肤恶性肿瘤	C44.401	C44
躯干皮肤恶性肿瘤	C44.5	C44
躯干皮肤恶性肿瘤	C44.500	C44
乳房皮肤恶性肿瘤	C44.501	C44
胸部皮肤恶性肿瘤	C44.502	C44
腹部皮肤恶性肿瘤	C44.503	C44
背部皮肤恶性肿瘤	C44.504	C44
肩胛区皮肤恶性肿瘤	C44.505	C44
臀部皮肤恶性肿瘤	C44.506	C44
肛门皮肤恶性肿瘤	C44.507	C44
肛周皮肤恶性肿瘤	C44.508	C44
腹股沟皮肤恶性肿瘤	C44.509	C44
上肢（包括肩）皮肤恶性肿瘤	C44.6	C44
上肢（包括肩）皮肤恶性肿瘤	C44.600	C44
肩部皮肤恶性肿瘤	C44.601	C44
上臂皮肤恶性肿瘤	C44.602	C44
前臂皮肤恶性肿瘤	C44.603	C44
肘部皮肤恶性肿瘤	C44.604	C44
腕部皮肤恶性肿瘤	C44.605	C44
手皮肤恶性肿瘤	C44.606	C44
下肢（包括髋）皮肤恶性肿瘤	C44.7	C44
下肢（包括髋）皮肤恶性肿瘤	C44.700	C44
髋部皮肤恶性肿瘤	C44.701	C44
大腿皮肤恶性肿瘤	C44.702	C44
小腿皮肤恶性肿瘤	C44.703	C44
膝部皮肤恶性肿瘤	C44.704	C44
腘窝皮肤恶性肿瘤	C44.705	C44
踝部皮肤恶性肿瘤	C44.706	C44
足皮肤恶性肿瘤	C44.707	C44
皮肤交搭跨越恶性肿瘤的损害	C44.8	C44
皮肤交搭跨越恶性肿瘤的损害	C44.800	C44
未特指的皮肤恶性肿瘤	C44.9	C44
皮肤恶性肿瘤	C44.900	C44
汗腺恶性肿瘤	C44.901	C44
	C45	
	间皮瘤	
间皮瘤	C45	
胸膜间皮瘤	C45.0	C45
胸膜间皮瘤	C45.000	C45
腹膜间皮瘤	C45.1	C45
腹膜间皮瘤	C45.100	C45
腹膜壁层间皮瘤	C45.100x005	C45
肠系膜间皮瘤	C45.101	C45
结肠系膜间皮瘤	C45.102	C45
网膜间皮瘤	C45.103	C45
心包间皮瘤	C45.2	C45
心包间皮瘤	C45.200	C45
其他部位的间皮瘤	C45.7	C45
间皮瘤，其他部位的	C45.700	C45
腹膜后间皮瘤	C45.700x002	C45
直肠间皮瘤	C45.700x005	C45
肺间皮瘤	C45.701	C45
纵隔间皮瘤	C45.702	C45
胃间皮瘤	C45.703	C45
肝间皮瘤	C45.704	C45
结肠间皮瘤	C45.705	C45
盆腔间皮瘤	C45.706	C45
未特指的间皮瘤	C45.9	C45
间皮瘤	C45.900	C45
	C46	
	卡波西肉瘤	
卡波西肉瘤	C46	
皮肤卡波西肉瘤	C46.0	C46
皮肤卡波西肉瘤	C46.000	C46
软组织卡波西肉瘤	C46.1	C46
软组织卡波西肉瘤	C46.100	C46
腭卡波西肉瘤	C46.2	C46
腭卡波西肉瘤	C46.200	C46
淋巴结卡波西肉瘤	C46.3	C46
淋巴结卡波西肉瘤	C46.300	C46
其他部位的卡波西肉瘤	C46.7	C46
卡波西肉瘤，其他部位的	C46.700	C46
外阴卡波西肉瘤	C46.700x001	C46
肺卡波西肉瘤	C46.701	C46
多器官的卡波西肉瘤	C46.8	C46
多器官的卡波西肉瘤	C46.800	C46
未特指的卡波西肉瘤	C46.9	C46
卡波西肉瘤	C46.900	C46
非洲型卡波西肉瘤	C46.900x002	C46
经典（欧洲）型卡波西肉瘤	C46.900x003	C46
同种异质移植型卡波西肉瘤	C46.900x004	C46
	C47	
	周围神经和自主神经系统恶性肿瘤	
周围神经和自主神经系统恶性肿瘤	C47	
头、面和颈部周围神经恶性肿瘤	C47.0	C47
头、面和颈部周围神经恶性肿瘤	C47.000	C47
头部周围神经和自主神经恶性肿瘤	C47.000x001	C47
面部周围神经和自主神经恶性肿瘤	C47.000x002	C47
颈部周围神经和自主神经恶性肿瘤	C47.000x003	C47
耳部周围神经和自主神经恶性肿瘤	C47.000x004	C47
颞下窝周围神经和自主神经恶性肿瘤	C47.000x005	C47
翼腭窝周围神经和自主神经恶性肿瘤	C47.000x006	C47
咽旁间隙周围神经和自主神经恶性肿瘤	C47.000x007	C47
咽后间隙周围神经和自主神经恶性肿瘤	C47.000x008	C47
眼睑周围神经和自主神经恶性肿瘤	C47.000x009	C47
鼻部周围神经和自主神经恶性肿瘤	C47.000x010	C47
颈丛恶性肿瘤	C47.000x011	C47
上肢（包括肩）周围神经恶性肿瘤	C47.1	C47
上肢（包括肩）周围神经恶性肿瘤	C47.100	C47
上肢周围神经和自主神经恶性肿瘤	C47.100x001	C47
腕周围神经和自主神经恶性肿瘤	C47.100x004	C47
臂神经恶性肿瘤	C47.100x005	C47
臂丛恶性肿瘤	C47.100x006	C47
正中神经恶性肿瘤	C47.100x007	C47
桡神经恶性肿瘤	C47.100x008	C47
尺神经恶性肿瘤	C47.100x009	C47
肩部神经恶性肿瘤	C47.101	C47
手神经恶性肿瘤	C47.102	C47
下肢（包括髋）周围神经恶性肿瘤	C47.2	C47
下肢（包括髋）周围神经恶性肿瘤	C47.200	C47
下肢周围神经和自主神经恶性肿瘤	C47.200x001	C47
髂部周围神经和自主神经恶性肿瘤	C47.200x004	C47
踝部周围神经和自主神经恶性肿瘤	C47.200x005	C47
股神经恶性肿瘤	C47.200x006	C47
闭孔神经恶性肿瘤	C47.200x007	C47
坐骨神经恶性肿瘤	C47.200x008	C47
髋神经恶性肿瘤	C47.201	C47
足神经恶性肿瘤	C47.202	C47
胸部周围神经恶性肿瘤	C47.3	C47
胸部周围神经恶性肿瘤	C47.300	C47
腋部周围神经和自主神经恶性肿瘤	C47.300x002	C47
膈部周围神经和自主神经恶性肿瘤	C47.300x003	C47
肩胛区周围神经和自主神经恶性肿瘤	C47.300x004	C47
